      490000  -1.245200   0.103  0.285  0.000  18  6 92922.039352
      500000  -1.232579   0.103  0.285  0.000  21  5 3629.634093
      510000  -1.257200   0.103  0.285  0.000  19  6 11071.907580
      520000  -1.237029   0.103  0.285  0.000  20  6 2497.001590
      530000  -1.255109   0.104  0.285  0.000  21  5 3629.634093
      540000  -1.254566   0.104  0.285  0.000  20  6 2497.001590
      550000  -1.268879   0.104  0.285  0.000  18  6 92922.039352
      560000  -1.255817   0.104  0.285  0.000  18  6 92922.039352
      570000  -1.316721   0.104  0.285  0.000  20  6 2497.001590
      580000  -1.270552   0.103  0.285  0.000  19  5 47299.044771
      590000  -1.278945   0.104  0.285  0.000  21  5 3629.634093
      600000  -1.263178   0.104  0.285  0.000  19  5 47299.044771
      610000  -1.282444   0.104  0.285  0.000  20  6 2497.001590
      620000  -1.273311   0.104  0.285  0.000  22  6 2592.814283
      630000  -1.291097   0.104  0.285  0.000  22  6 2592.814283
      640000  -1.262974   0.103  0.285  0.000  21  5 3629.634093
      650000  -1.236089   0.103  0.285  0.000  20  7 1653.402326
      660000  -1.293079   0.103  0.285  0.000  19  6 11071.907580
      670000  -1.242605   0.103  0.285  0.000  20  5 9014.619318
      680000  -1.199065   0.104  0.285  0.000  18  7 18922.655310
      690000  -1.274296   0.104  0.286  0.000  18  7 18922.655310
      700000  -1.213337   0.104  0.286  0.000  19  6 11071.907580
      710000  -1.234483   0.104  0.286  0.000  19  5 47299.044771
      720000  -1.289871   0.104  0.286  0.000  21  7 2051.087135
      730000  -1.238701   0.104  0.286  0.000  21  4 27275.232338
      740000  -1.219271   0.104  0.286  0.000  20  6 2497.001590
      750000  -1.298022   0.104  0.286  0.000  19  5 47299.044771
      760000  -1.265051   0.104  0.286  0.000  21  5 3629.634093
      770000  -1.285951   0.104  0.286  0.000  20  7 1653.402326
      780000  -1.259243   0.104  0.286  0.000  21  7 2051.087135
      790000  -1.263548   0.104  0.286  0.000  18  6 92922.039352
      800000  -1.181625   0.105  0.286  0.000  20  6 2497.001590
      810000  -1.190064   0.105  0.287  0.000  19  6 11071.907580
      820000  -1.211298   0.105  0.287  0.000  19  5 47299.044771
      830000  -1.299924   0.105  0.287  0.000  21  7 2051.087135
      840000  -1.272361   0.105  0.287  0.000  21  6 1463.197700
      850000  -1.241891   0.105  0.287  0.000  21  4 27275.232338
      860000  -1.181762   0.105  0.287  0.000  19  5 47299.044771
      870000  -1.284552   0.105  0.287  0.000  21  4 27275.232338
      880000  -1.288552   0.105  0.287  0.000  21  7 2051.087135
      890000  -1.201036   0.105  0.287  0.000  20  7 1653.402326
      900000  -1.262839   0.105  0.288  0.000  20  5 9014.619318
      910000  -1.200173   0.105  0.288  0.000  19  5 47299.044771
      920000  -1.228946   0.105  0.288  0.000  18  6 92922.039352
      930000  -1.231326   0.105  0.288  0.000  20  5 9014.619318
      940000  -1.223868   0.105  0.288  0.000  21  7 2051.087135
      950000  -1.275343   0.105  0.288  0.000  19  5 47299.044771
      960000  -1.269823   0.105  0.288  0.000  20  7 1653.402326
      970000  -1.264151   0.106  0.288  0.000  19  5 47299.044771
      980000  -1.313666   0.106  0.288  0.000  19  5 47299.044771
      990000  -1.254173   0.106  0.288  0.000  21  7 2051.087135
     1000000  -1.329116   0.105  0.288  0.000  21  7 2051.087135
     1010000  -1.261126   0.105  0.288  0.000  18  6 92922.039352
     1020000  -1.317780   0.105  0.288  0.000  20  7 1653.402326
     1030000  -1.249069   0.105  0.288  0.000  21  6 1463.197700
     1040000  -1.228365   0.105  0.288  0.000  20  5 9014.619318
     1050000  -1.322815   0.105  0.288  0.000  21  6 1463.197700
     1060000  -1.289962   0.105  0.288  0.000  20  6 2497.001590
     1070000  -1.279417   0.105  0.288  0.000  21  6 1463.197700
     1080000  -1.272369   0.105  0.288  0.000  19  7 3998.019367
     1090000  -1.317072   0.105  0.288  0.000  18  7 18922.655310
     1100000  -1.267280   0.105  0.288  0.000  19  6 11071.907580
     1110000  -1.274926   0.105  0.287  0.000  21  6 1463.197700
     1120000  -1.223555   0.105  0.288  0.000  21  2 102434.130932
     1130000  -1.232415   0.105  0.288  0.000  21  2 102434.130932
     1140000  -1.205284   0.106  0.288  0.000  21  4 27275.232338
     1150000  -1.207302   0.106  0.288  0.000  21  4 27275.232338
     1160000  -1.263811   0.106  0.288  0.000  21  6 1463.197700
     1170000  -1.294025   0.106  0.288  0.000  20  7 1653.402326
     1180000  -1.283691   0.106  0.288  0.000  20  6 2497.001590
     1190000  -1.304898   0.106  0.288  0.000  21  5 3629.634093
     1200000  -1.249234   0.106  0.288  0.000  21  7 2051.087135
     1210000  -1.312407   0.106  0.288  0.000  21  7 2051.087135
     1220000  -1.248749   0.106  0.288  0.000  21  7 2051.087135
     1230000  -1.169219   0.106  0.288  0.000  19  5 47299.044771
     1240000  -1.241134   0.106  0.288  0.000  18  6 92922.039352
     1250000  -1.375978   0.106  0.288  0.000  20  7 1653.402326
     1260000  -1.309435   0.106  0.288  0.000  20  5 9014.619318
     1270000  -1.224955   0.106  0.288  0.000  20  5 9014.619318
     1280000  -1.247421   0.106  0.288  0.000  20  5 9014.619318
     1290000  -1.267461   0.106  0.288  0.000  20  5 9014.619318
     1300000  -1.233267   0.106  0.288  0.000  20  5 9014.619318
     1310000  -1.267203   0.106  0.288  0.000  21  4 27275.232338
     1320000  -1.240738   0.106  0.288  0.000  20  5 9014.619318
     1330000  -1.244582   0.106  0.288  0.000  22  5 3340.730363
     1340000  -1.291511   0.106  0.288  0.000  22  6 2592.814283
     1350000  -1.226731   0.106  0.288  0.000  21  5 3629.634093
     1360000  -1.257156   0.106  0.288  0.000  22  5 3340.730363
     1370000  -1.202834   0.106  0.288  0.000  20  5 9014.619318
     1380000  -1.323135   0.106  0.288  0.000  22  6 2592.814283
     1390000  -1.240185   0.106  0.288  0.000  18  6 92922.039352
     1400000  -1.261944   0.106  0.288  0.000  22  6 2592.814283
     1410000  -1.214365   0.106  0.288  0.000  18  6 92922.039352
     1420000  -1.301389   0.106  0.288  0.000  21  6 1463.197700
     1430000  -1.298855   0.106  0.288  0.000  20  6 2497.001590
     1440000  -1.297631   0.106  0.288  0.000  19  5 47299.044771
     1450000  -1.269945   0.106  0.288  0.000  20  7 1653.402326
     1460000  -1.264093   0.106  0.288  0.000  19  6 11071.907580
     1470000  -1.236756   0.106  0.288  0.000  20  5 9014.619318
     1480000  -1.316114   0.106  0.288  0.000  21  6 1463.197700
     1490000  -1.307537   0.106  0.288  0.000  19  6 11071.907580
     1500000  -1.292871   0.106  0.288  0.000  21  7 2051.087135
     1510000  -1.274239   0.106  0.288  0.000  20  5 9014.619318
     1520000  -1.256510   0.106  0.288  0.000  19  6 11071.907580
     1530000  -1.307027   0.106  0.288  0.000  19  6 11071.907580
     1540000  -1.240291   0.106  0.288  0.000  21  7 2051.087135
     1550000  -1.286951   0.106  0.288  0.000  19  7 3998.019367
     1560000  -1.296536   0.106  0.288  0.000  19  5 47299.044771
     1570000  -1.271329   0.106  0.288  0.000  19  7 3998.019367
     1580000  -1.235488   0.106  0.288  0.000  20  6 2497.001590
     1590000  -1.159033   0.106  0.288  0.000  20  5 9014.619318
     1600000  -1.294911   0.106  0.288  0.000  21  6 1463.197700
     1610000  -1.293248   0.106  0.288  0.000  21  6 1463.197700
     1620000  -1.249129   0.106  0.288  0.000  20  5 9014.619318
     1630000  -1.234412   0.106  0.288  0.000  20  6 2497.001590
     1640000  -1.246636   0.106  0.288  0.000  19  6 11071.907580
     1650000  -1.247601   0.106  0.288  0.000  21  7 2051.087135
     1660000  -1.295545   0.106  0.288  0.000  21  6 1463.197700
     1670000  -1.239634   0.106  0.288  0.000  21  6 1463.197700
     1680000  -1.235789   0.106  0.288  0.000  21  7 2051.087135
     1690000  -1.265161   0.106  0.288  0.000  19  6 11071.907580
     1700000  -1.280594   0.106  0.288  0.000  19  6 11071.907580
     1710000  -1.315098   0.106  0.288  0.000  20  6 2497.001590
     1720000  -1.254511   0.106  0.288  0.000  21  7 2051.087135
     1730000  -1.198024   0.107  0.288  0.000  19  5 47299.044771
     1740000  -1.302685   0.107  0.288  0.000  20  6 2497.001590
     1750000  -1.227981   0.106  0.288  0.000  20  8 2802.465070
     1760000  -1.260039   0.106  0.288  0.000  21  8 102434.130932
     1770000  -1.261217   0.106  0.288  0.000  21  8 102434.130932
     1780000  -1.332642   0.106  0.288  0.000  21  8 102434.130932
     1790000  -1.281434   0.106  0.288  0.000  21  8 102434.130932
     1800000  -1.264990   0.106  0.288  0.000  21  8 102434.130932
     1810000  -1.302654   0.106  0.288  0.000  21  8 102434.130932
     1820000  -1.326252   0.106  0.288  0.000  20  8 2802.465070
     1830000  -1.283853   0.106  0.288  0.000  21  8 102434.130932
     1840000  -1.267606   0.106  0.288  0.000  21  7 2051.087135
     1850000  -1.263366   0.106  0.288  0.000  21  8 102434.130932
     1860000  -1.292753   0.106  0.287  0.000  21  8 102434.130932
     1870000  -1.332692   0.106  0.287  0.000  21  8 102434.130932
     1880000  -1.282507   0.105  0.287  0.000  21  8 102434.130932
     1890000  -1.281685   0.105  0.287  0.000  20  8 2802.465070
     1900000  -1.330397   0.105  0.287  0.000  21  8 102434.130932
     1910000  -1.254271   0.105  0.287  0.000  20  7 1653.402326
     1920000  -1.327225   0.105  0.287  0.000  19  7 3998.019367
     1930000  -1.305001   0.105  0.287  0.000  19  7 3998.019367
     1940000  -1.268211   0.105  0.287  0.000  20  7 1653.402326
     1950000  -1.285960   0.105  0.287  0.000  21  7 2051.087135
     1960000  -1.245848   0.105  0.287  0.000  18  6 92922.039352
     1970000  -1.280169   0.105  0.287  0.000  21  7 2051.087135
     1980000  -1.216653   0.105  0.287  0.000  21  7 2051.087135
     1990000  -1.239029   0.105  0.287  0.000  19  5 47299.044771
     2000000  -1.316028   0.105  0.287  0.000  21  7 2051.087135
     2010000  -1.324741   0.105  0.287  0.000  20  6 2497.001590
     2020000  -1.247944   0.105  0.287  0.000  21  6 1463.197700
     2030000  -1.286744   0.105  0.287  0.000  21  6 1463.197700
     2040000  -1.233204   0.105  0.287  0.000  21  7 2051.087135
     2050000  -1.279053   0.105  0.287  0.000  21  7 2051.087135
     2060000  -1.280504   0.105  0.287  0.000  20  7 1653.402326
     2070000  -1.285306   0.105  0.287  0.000  21  7 2051.087135
     2080000  -1.273149   0.105  0.287  0.000  21  7 2051.087135
     2090000  -1.267374   0.105  0.287  0.000  18  6 92922.039352
     2100000  -1.198690   0.105  0.287  0.000  18  6 92922.039352
     2110000  -1.309615   0.105  0.287  0.000  21  6 1463.197700
     2120000  -1.340281   0.105  0.287  0.000  18  6 92922.039352
     2130000  -1.356398   0.104  0.287  0.000  21  7 2051.087135
     2140000  -1.306849   0.104  0.287  0.000  21  7 2051.087135
     2150000  -1.250237   0.104  0.287  0.000  20  6 2497.001590
     2160000  -1.296287   0.104  0.287  0.000  21  8 102434.130932
     2170000  -1.261971   0.104  0.287  0.000  21  8 102434.130932
     2180000  -1.304403   0.104  0.287  0.000  21  8 102434.130932
     2190000  -1.251336   0.104  0.287  0.000  21  8 102434.130932
     2200000  -1.263014   0.104  0.287  0.000  20  7 1653.402326
     2210000  -1.185317   0.104  0.287  0.000  17  7 102434.130932
     2220000  -1.160407   0.104  0.287  0.000  17  7 102434.130932
     2230000  -1.223178   0.104  0.287  0.000  20  7 1653.402326
     2240000  -1.203892   0.104  0.287  0.000  18  7 18922.655310
     2250000  -1.268403   0.104  0.287  0.000  20  7 1653.402326
     2260000  -1.238635   0.104  0.287  0.000  18  7 18922.655310
     2270000  -1.232526   0.104  0.287  0.000  18  6 92922.039352
     2280000  -1.236702   0.104  0.288  0.000  19  7 3998.019367
     2290000  -1.232404   0.104  0.288  0.000  19  7 3998.019367
     2300000  -1.244909   0.104  0.288  0.000  18  7 18922.655310
     2310000  -1.231274   0.104  0.288  0.000  20  7 1653.402326
     2320000  -1.265472   0.104  0.288  0.000  20  9 102434.130932
     2330000  -1.247720   0.104  0.288  0.000  19  9 41064.113545
     2340000  -1.284770   0.104  0.288  0.000  20  9 102434.130932
     2350000  -1.286041   0.104  0.288  0.000  18  9 22903.814809
     2360000  -1.234726   0.104  0.288  0.000  19  9 41064.113545
     2370000  -1.276775   0.104  0.288  0.000  19  9 41064.113545
     2380000  -1.258462   0.104  0.288  0.000  17  8 48053.390309
     2390000  -1.255878   0.104  0.288  0.000  17  8 48053.390309
     2400000  -1.181648   0.104  0.288  0.000  19  9 41064.113545
     2410000  -1.307622   0.104  0.288  0.000  19  9 41064.113545
     2420000  -1.338541   0.104  0.288  0.000  19  9 41064.113545
     2430000  -1.303624   0.104  0.288  0.000  18  8 10628.135289
     2440000  -1.284945   0.104  0.288  0.000  19  9 41064.113545
     2450000  -1.312015   0.104  0.288  0.000  18  9 22903.814809
     2460000  -1.259863   0.104  0.287  0.000  17  8 48053.390309
     2470000  -1.269180   0.104  0.287  0.000  19  9 41064.113545
     2480000  -1.299648   0.104  0.287  0.000  18  9 22903.814809
     2490000  -1.324376   0.104  0.287  0.000  19  9 41064.113545
     2500000  -1.280046   0.104  0.287  0.000  19  9 41064.113545
     2510000  -1.258636   0.105  0.287  0.000  19  9 41064.113545
     2520000  -1.277872   0.105  0.287  0.000  19  9 41064.113545
     2530000  -1.286104   0.105  0.287  0.000  19  9 41064.113545
     2540000  -1.241062   0.105  0.287  0.000  19  9 41064.113545
     2550000  -1.284572   0.105  0.287  0.000  19  9 41064.113545
     2560000  -1.274565   0.105  0.287  0.000  19  9 41064.113545
     2570000  -1.197596   0.105  0.287  0.000  17  9 29462.962264
     2580000  -1.305413   0.105  0.287  0.000  19  9 41064.113545
     2590000  -1.203638   0.105  0.287  0.000  18  9 22903.814809
     2600000  -1.243461   0.105  0.287  0.000  19  9 41064.113545
     2610000  -1.282939   0.105  0.287  0.000  19  9 41064.113545
     2620000  -1.340929   0.105  0.287  0.000  18  9 22903.814809
     2630000  -1.318263   0.105  0.287  0.000  18  8 10628.135289
     2640000  -1.212490   0.105  0.287  0.000  19  9 41064.113545
     2650000  -1.230565   0.105  0.287  0.000  19  9 41064.113545
     2660000  -1.285283   0.105  0.287  0.000  19  9 41064.113545
     2670000  -1.276206   0.105  0.287  0.000  19  9 41064.113545
     2680000  -1.223224   0.105  0.287  0.000  19  9 41064.113545
     2690000  -1.335405   0.105  0.287  0.000  19  9 41064.113545
     2700000  -1.263951   0.105  0.287  0.000  19  9 41064.113545
     2710000  -1.285052   0.105  0.287  0.000  19  9 41064.113545
     2720000  -1.272191   0.105  0.287  0.000  18  9 22903.814809
     2730000  -1.236747   0.105  0.287  0.000  18  9 22903.814809
     2740000  -1.237069   0.105  0.287  0.000  18  8 10628.135289
     2750000  -1.306081   0.105  0.287  0.000  19  9 41064.113545
     2760000  -1.290480   0.105  0.287  0.000  18  9 22903.814809
     2770000  -1.319161   0.105  0.287  0.000  19  9 41064.113545
     2780000  -1.192569   0.105  0.287  0.000  18  9 22903.814809
     2790000  -1.346874   0.105  0.287  0.000  19  9 41064.113545
     2800000  -1.293241   0.105  0.287  0.000  19  9 41064.113545
     2810000  -1.325175   0.105  0.287  0.000  18  8 10628.135289
     2820000  -1.247717   0.105  0.287  0.000  17  9 29462.962264
     2830000  -1.260895   0.105  0.287  0.000  19  9 41064.113545
     2840000  -1.241727   0.105  0.287  0.000  19  9 41064.113545
     2850000  -1.259323   0.105  0.287  0.000  17  8 48053.390309
     2860000  -1.306941   0.105  0.287  0.000  19  9 41064.113545
     2870000  -1.234208   0.105  0.287  0.000  19  9 41064.113545
     2880000  -1.244583   0.105  0.287  0.000  19  9 41064.113545
     2890000  -1.269981   0.105  0.287  0.000  18  9 22903.814809
     2900000  -1.213159   0.105  0.287  0.000  19  9 41064.113545
     2910000  -1.338109   0.105  0.287  0.000  19  9 41064.113545
     2920000  -1.257734   0.105  0.287  0.000  18  9 22903.814809
     2930000  -1.308972   0.105  0.287  0.000  18  9 22903.814809
     2940000  -1.276811   0.105  0.287  0.000  19  9 41064.113545
     2950000  -1.286310   0.105  0.287  0.000  17  9 29462.962264
     2960000  -1.271034   0.105  0.287  0.000  18  9 22903.814809
     2970000  -1.302722   0.105  0.287  0.000  19  9 41064.113545
     2980000  -1.339723   0.105  0.287  0.000  19  9 41064.113545
     2990000  -1.263115   0.105  0.287  0.000  18  9 22903.814809
     3000000  -1.293448   0.105  0.287  0.000  18  9 22903.814809
     3010000  -1.213500   0.105  0.287  0.000  17  9 29462.962264
     3020000  -1.243929   0.105  0.287  0.000  18  9 22903.814809
     3030000  -1.289971   0.105  0.287  0.000  19  8 3510.379103
     3040000  -1.220058   0.105  0.287  0.000  17  8 48053.390309
     3050000  -1.241546   0.105  0.287  0.000  18  9 22903.814809
     3060000  -1.301981   0.106  0.287  0.000  19  9 41064.113545
     3070000  -1.262472   0.106  0.287  0.000  18  9 22903.814809
     3080000  -1.261002   0.106  0.287  0.000  19  9 41064.113545
     3090000  -1.293532   0.106  0.287  0.000  19  9 41064.113545
     3100000  -1.283972   0.106  0.287  0.000  19  8 3510.379103
     3110000  -1.229093   0.106  0.287  0.000  19  9 41064.113545
     3120000  -1.283414   0.106  0.287  0.000  18  9 22903.814809
     3130000  -1.265417   0.106  0.287  0.000  17  9 29462.962264
     3140000  -1.223387   0.106  0.287  0.000  17  9 29462.962264
     3150000  -1.236731   0.106  0.287  0.000  18 10 37439.150405
     3160000  -1.239102   0.106  0.287  0.000  18  9 22903.814809
     3170000  -1.228490   0.106  0.287  0.000  17 10 9814.362384
     3180000  -1.296856   0.106  0.287  0.000  18  9 22903.814809
     3190000  -1.214828   0.106  0.287  0.000  18 10 37439.150405
     3200000  -1.299496   0.106  0.287  0.000  15 10 30202.080432
     3210000  -1.253370   0.106  0.287  0.000  16  9 49650.867901
     3220000  -1.291177   0.106  0.287  0.000  17  9 29462.962264
     3230000  -1.288544   0.106  0.287  0.000  17  9 29462.962264
     3240000  -1.312566   0.106  0.287  0.000  18 10 37439.150405
     3250000  -1.264081   0.106  0.287  0.000  16  9 49650.867901
     3260000  -1.345739   0.106  0.287  0.000  18 10 37439.150405
     3270000  -1.307840   0.106  0.287  0.000  18 10 37439.150405
     3280000  -1.263096   0.106  0.287  0.000  17 10 9814.362384
     3290000  -1.314318   0.106  0.287  0.000  18 10 37439.150405
     3300000  -1.280479   0.106  0.287  0.000  18 10 37439.150405
     3310000  -1.350303   0.106  0.287  0.000  18  9 22903.814809
     3320000  -1.241878   0.106  0.287  0.000  15 10 30202.080432
     3330000  -1.225830   0.106  0.287  0.000  17  9 29462.962264
     3340000  -1.174683   0.106  0.287  0.000  18  9 22903.814809
     3350000  -1.233656   0.106  0.287  0.000  18  9 22903.814809
     3360000  -1.241757   0.106  0.287  0.000  17  9 29462.962264
     3370000  -1.268106   0.106  0.287  0.000  16  9 49650.867901
     3380000  -1.256115   0.106  0.287  0.000  17  9 29462.962264
     3390000  -1.327766   0.106  0.287  0.000  14 10 102434.130932
     3400000  -1.301996   0.106  0.287  0.000  16 11 11093.775566
     3410000  -1.375375   0.106  0.287  0.000  15 11 20491.700608
     3420000  -1.244751   0.106  0.287  0.000  15 11 20491.700608
     3430000  -1.217595   0.106  0.287  0.000  14 10 102434.130932
     3440000  -1.272316   0.106  0.287  0.000  16 11 11093.775566
     3450000  -1.268372   0.107  0.287  0.000  15 10 30202.080432
     3460000  -1.274262   0.107  0.287  0.000  16 11 11093.775566
     3470000  -1.261563   0.107  0.287  0.000  16  9 49650.867901
     3480000  -1.276143   0.107  0.287  0.000  15  9 102434.130932
     3490000  -1.238148   0.107  0.287  0.000  14 10 102434.130932
     3500000  -1.161314   0.107  0.287  0.000  16 10 12018.017351
     3510000  -1.219075   0.107  0.287  0.000  15 11 20491.700608
     3520000  -1.244659   0.107  0.287  0.000  16 10 12018.017351
     3530000  -1.258219   0.107  0.287  0.000  15 11 20491.700608
     3540000  -1.213902   0.107  0.287  0.000  16  9 49650.867901
     3550000  -1.275308   0.107  0.287  0.000  17 10 9814.362384
     3560000  -1.209476   0.107  0.287  0.000  17  9 29462.962264
     3570000  -1.281940   0.107  0.287  0.000  15 10 30202.080432
     3580000  -1.253104   0.107  0.287  0.000  15  9 102434.130932
     3590000  -1.337275   0.107  0.287  0.000  17 11 10523.942083
     3600000  -1.284756   0.107  0.287  0.000  16 11 11093.775566
     3610000  -1.287216   0.107  0.287  0.000  16 10 12018.017351
     3620000  -1.293091   0.107  0.287  0.000  16 10 12018.017351
     3630000  -1.286661   0.107  0.287  0.000  15 10 30202.080432
     3640000  -1.317732   0.107  0.287  0.000  16 10 12018.017351
     3650000  -1.248895   0.107  0.287  0.000  14 10 102434.130932
     3660000  -1.351194   0.107  0.287  0.000  15 11 20491.700608
     3670000  -1.335654   0.107  0.287  0.000  15 11 20491.700608
     3680000  -1.265540   0.107  0.287  0.000  15 10 30202.080432
     3690000  -1.294525   0.107  0.287  0.000  15 10 30202.080432
     3700000  -1.296322   0.107  0.287  0.000  15 12 24669.817868
     3710000  -1.267677   0.107  0.287  0.000  14 11 52083.649795
     3720000  -1.343217   0.107  0.287  0.000  16 12 54406.607888
     3730000  -1.265461   0.107  0.287  0.000  16 12 54406.607888
     3740000  -1.268384   0.107  0.287  0.000  16 12 54406.607888
     3750000  -1.284313   0.107  0.287  0.000  16 12 54406.607888
     3760000  -1.312445   0.107  0.287  0.000  13 12 72463.061140
     3770000  -1.217673   0.107  0.287  0.000  15 11 20491.700608
     3780000  -1.286607   0.107  0.287  0.000  16 12 54406.607888
     3790000  -1.327162   0.107  0.287  0.000  16 12 54406.607888
     3800000  -1.321491   0.107  0.287  0.000  16 12 54406.607888
     3810000  -1.295576   0.107  0.287  0.000  15 12 24669.817868
     3820000  -1.305362   0.107  0.287  0.000  15 12 24669.817868
     3830000  -1.222920   0.107  0.287  0.000  13 11 102434.130932
     3840000  -1.281275   0.107  0.287  0.000  14 10 102434.130932
     3850000  -1.234939   0.107  0.287  0.000  15  9 102434.130932
     3860000  -1.223680   0.107  0.287  0.000  14 10 102434.130932
     3870000  -1.256874   0.107  0.287  0.000  15 12 24669.817868
     3880000  -1.272153   0.107  0.287  0.000  16 12 54406.607888
     3890000  -1.279761   0.107  0.287  0.000  14 11 52083.649795
     3900000  -1.296767   0.107  0.287  0.000  16 12 54406.607888
     3910000  -1.259307   0.107  0.287  0.000  14 11 52083.649795
     3920000  -1.251300   0.107  0.287  0.000  15 10 30202.080432
     3930000  -1.309729   0.107  0.287  0.000  16 11 11093.775566
     3940000  -1.294021   0.107  0.287  0.000  16 11 11093.775566
     3950000  -1.270159   0.107  0.287  0.000  17 11 10523.942083
     3960000  -1.305436   0.107  0.287  0.000  17 11 10523.942083
     3970000  -1.254886   0.107  0.287  0.000  17 10 9814.362384
     3980000  -1.251488   0.107  0.287  0.000  16 10 12018.017351
     3990000  -1.309916   0.107  0.287  0.000  16 11 11093.775566
     4000000  -1.281535   0.107  0.287  0.000  17  9 29462.962264
     4010000  -1.237423   0.107  0.287  0.000  14 10 102434.130932
     4020000  -1.241604   0.107  0.287  0.000  15 11 20491.700608
     4030000  -1.253266   0.107  0.287  0.000  15 12 24669.817868
     4040000  -1.171433   0.107  0.287  0.000  13 12 72463.061140
     4050000  -1.191783   0.107  0.287  0.000  15 12 24669.817868
     4060000  -1.297704   0.107  0.287  0.000  15 12 24669.817868
     4070000  -1.273834   0.107  0.287  0.000  14 11 52083.649795
     4080000  -1.290293   0.107  0.287  0.000  16 12 54406.607888
     4090000  -1.249154   0.107  0.287  0.000  15 10 30202.080432
     4100000  -1.330619   0.107  0.287  0.000  16 12 54406.607888
     4110000  -1.260072   0.107  0.287  0.000  15 12 24669.817868
     4120000  -1.247570   0.107  0.287  0.000  15 12 24669.817868
     4130000  -1.248148   0.107  0.287  0.000  14 12 28915.569397
     4140000  -1.278146   0.107  0.287  0.000  15 12 24669.817868
     4150000  -1.312160   0.107  0.287  0.000  16 12 54406.607888
     4160000  -1.267858   0.107  0.287  0.000  16 12 54406.607888
     4170000  -1.227191   0.107  0.287  0.000  15 12 24669.817868
     4180000  -1.303370   0.107  0.287  0.000  16 11 11093.775566
     4190000  -1.310923   0.107  0.287  0.000  16 12 54406.607888
     4200000  -1.279081   0.107  0.287  0.000  16 11 11093.775566
     4210000  -1.247455   0.107  0.287  0.000  16 12 54406.607888
     4220000  -1.278028   0.107  0.287  0.000  15 11 20491.700608
     4230000  -1.258686   0.107  0.287  0.000  16  9 49650.867901
     4240000  -1.228575   0.107  0.287  0.000  14 11 52083.649795
     4250000  -1.230801   0.107  0.287  0.000  16 12 54406.607888
     4260000  -1.224822   0.107  0.287  0.000  15 12 24669.817868
